Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2024-02-08,3947.483154296875,3970.304193861152,3901.60212727005,3905.3737741443265,2345173
2024-02-09,3947.10107421875,3995.846442629643,3914.922137470945,3949.822049542002,2100596
2024-02-12,3934.68798828125,3971.831913158721,3920.221500261139,3943.567991208639,1013716
2024-02-13,3962.1875,3981.762109892758,3897.2570866971923,3939.2233270851298,1257415
2024-02-14,3915.017578125,3929.1493051863713,3866.7016182555567,3921.6060121436158,1391283
2024-02-15,3917.977783203125,3959.1318346649314,3898.6894441790746,3941.6581008011804,1091582
2024-02-16,3941.944580078125,3960.707934118615,3915.0178335842274,3927.5741373230317,1307556
2024-02-19,3918.550537109375,3941.944584755052,3871.953600131452,3936.931574545264,772291
2024-02-20,3848.702880859375,3913.01273687665,3828.9851329612898,3897.830569871723,1193648
2024-02-21,3811.320068359375,3879.92678741508,3800.91219749732,3831.8495388516026,1885939
2024-02-22,3902.6044921875,3910.0999958113675,3791.7452639252624,3791.7452639252624,2982052
2024-02-23,3869.1845703125,3943.567999377252,3863.7416870619977,3943.567999377252,2538072
2024-02-26,3820.438720703125,3867.1790230115985,3802.964754049245,3853.8109967592127,1379284
2024-02-27,3919.1240234375,3937.839357082856,3818.4819565893167,3818.4819565893167,2960475
2024-02-28,3933.01708984375,3967.3439948618516,3904.418873205376,3910.7210365348114,1939225
2024-02-29,3910.243408203125,3951.302347555784,3881.072417457666,3913.9672652685513,3772719
2024-03-01,3909.52734375,3953.116567239845,3902.3181111157173,3921.7973761015874,2043265
2024-03-04,3896.493408203125,3932.014119419607,3891.9100379868287,3919.6965305132107,1749271
2024-03-05,3830.990234375,3880.547327718726,3800.3391644489493,3878.637609545636,2070859
2024-03-06,3880.833740234375,3888.1861084028096,3779.7618150673534,3813.754890991915,1744204
2024-03-07,3923.134033203125,3937.838769501806,3855.4343858729776,3881.502084875083,2688905
2024-03-11,3936.263427734375,3965.5297653333882,3904.4187841194857,3904.4187841194857,2304068
2024-03-12,4003.00830078125,4039.0066774947118,3935.022142309502,3936.263738957449,4039801
2024-03-13,3961.710205078125,4049.557237825097,3945.382022047853,4015.1823119675864,2837260
2024-03-14,4017.66455078125,4034.279003013172,3901.5536109613777,3965.9590326651305,2919608
2024-03-15,4028.788818359375,4047.6472835279706,3988.446025783518,4003.341919367168,3373143
2024-03-18,3965.052490234375,4062.686835117329,3931.9667150207774,4024.969899930271,1526904
2024-03-19,3797.760986328125,3874.8180658535766,3787.544041009118,3868.3727671979555,8931209
2024-03-20,3791.649658203125,3836.623612110713,3781.432713127354,3806.068122915207,1817913
2024-03-21,3793.607177734375,3827.4568840908046,3769.7834913016204,3809.9353605723127,3829582
2024-03-22,3734.358154296875,3760.234927722912,3680.981626808488,3721.0857067892807,5852485
2024-03-26,3702.466064453125,3768.5422658395028,3696.6891204236167,3700.0789167648895,3440925
2024-03-27,3667.5185546875,3719.1765299040967,3656.537674047218,3712.969945194372,1968575
2024-03-28,3701.320556640625,3738.273558990573,3667.1365525678916,3676.3032936233417,4311783
2024-04-01,3739.94384765625,3755.746810136152,3712.539442010424,3721.7537377660865,1569676
2024-04-02,3708.4814453125,3733.3555689836544,3698.168921448236,3714.4015245116543,2142666
2024-04-03,3769.115234375,3801.2939382455907,3677.162259779897,3677.162259779897,3973090
2024-04-04,3822.58740234375,3846.7929401546,3757.6091953129244,3796.4241236746416,3394637
2024-04-05,3799.622802734375,3821.3458457103648,3781.7191958860317,3798.429228944485,1636819
2024-04-08,3793.225341796875,3850.6122304682963,3781.241814170917,3803.203572182516,2302538
2024-04-09,3768.399169921875,3834.5709511607815,3747.8696995867963,3804.158596044347,1876992
2024-04-10,3804.779296875,3810.0788116116587,3741.1380298148547,3777.804526751909,2101965
2024-04-12,3820.773193359375,3832.183946350763,3767.3966617457004,3791.745569330167,4354821
2024-04-15,3763.29052734375,3880.738193181066,3742.140492150271,3820.772996845027,4200329
2024-04-16,3697.978515625,3751.355048181922,3688.4777138275394,3725.860355825753,3051420
2024-04-18,3687.665771484375,3758.3253434910666,3676.207462510317,3701.7977325096917,3476284
2024-04-19,3653.481689453125,3678.6423189369357,3629.323708606485,3664.749072987277,2957749
2024-04-22,3690.148681640625,3702.943700715921,3639.9229982282336,3663.794476443267,1728883
2024-04-23,3699.79248046875,3719.1761666777247,3686.3291071314047,3702.036492584922,1807586
2024-04-24,3658.112548828125,3722.040311035299,3651.8103863003334,3714.4014391809424,1317312
2024-04-25,3678.30810546875,3698.789786133694,3638.967957952699,3639.1588831449344,2856271
2024-04-26,3648.850830078125,3701.797719316403,3630.8994327921014,3681.124880410782,2039178
2024-04-29,3695.495361328125,3702.75238318453,3646.7975509292937,3664.748947268917,1110693
2024-04-30,3648.182373046875,3706.5243580385472,3638.0132167519455,3697.2144816964656,2203078
2024-05-02,3688.906982421875,3696.354929571108,3607.5052491169877,3607.5052491169877,2491044
2024-05-03,3669.905029296875,3717.8391381406313,3626.1726730929386,3714.5446880570794,2962234
2024-05-06,3744.05029296875,3762.0970365772246,3679.072085070683,3679.072085070683,2053831
2024-05-07,3799.336669921875,3807.9781916296693,3736.841186796066,3753.360296287447,2062112
2024-05-08,3797.426513671875,3804.444820681169,3760.807810312846,3782.1965590042273,1247685
2024-05-09,3781.432861328125,3791.74538595975,3733.5467719757585,3783.1516542867107,1726486
2024-05-10,3718.1259765625,3794.2284378379286,3709.6756128987054,3783.7249871155386,1672489
2024-05-13,3769.5927734375,3776.467712282151,3695.3046893886026,3709.1501462351494,931326
2024-05-14,3725.096435546875,3767.683246498319,3717.1710580498243,3758.3255802892677,1058317
2024-05-15,3705.2353515625,3749.684091608791,3700.5566349765368,3728.2475503201877,1115021
2024-05-16,3751.930419921875,3760.15384977655,3696.6751046466734,3742.456838999375,2599399
2024-05-17,3687.634033203125,3770.252482190744,3683.6905629567727,3769.2906830881443,2765804
2024-05-21,3674.264892578125,3697.8771075598534,3664.5027255917357,3684.267744154909,1908117
2024-05-22,3685.614501953125,3694.511144474802,3671.7165505983294,3688.4998995277233,1311168
2024-05-23,3744.717041015625,3755.825868716935,3679.3628324652072,3694.2225831135406,2095742
2024-05-24,3702.44580078125,3735.435558347241,3697.444492200765,3730.0975261410267,1309452
2024-05-27,3700.089599609375,3759.047936580734,3694.6073912207003,3707.735856163125,1841538
2024-05-28,3693.212158203125,3722.1624041611803,3683.690441327473,3710.620815311068,1801993
2024-05-29,3658.347412109375,3701.868825659015,3654.8369389752725,3701.868825659015,1568095
2024-05-30,3593.3779296875,3649.450632771814,3573.51663617764,3632.7154213410568,2919230
2024-05-31,3530.71630859375,3606.5542604678308,3514.1734112736244,3597.128582460036,10956800
2024-06-03,3561.398193359375,3608.2377665384206,3554.8097750399984,3590.2040318841996,2156773
2024-06-04,3573.083740234375,3601.9377139105613,3454.3015486007425,3558.656753396282,3395997
2024-06-05,3603.332275390625,3639.255566540333,3558.6567531150417,3574.0455390744582,2799670
2024-06-06,3684.0751953125,3693.2122868036663,3598.5713488629654,3636.56241348413,4328036
2024-06-07,3745.19775390625,3765.443672980527,3690.7119259738774,3690.7119259738774,4552445
2024-06-10,3711.29443359375,3756.6913077396334,3695.1361604735534,3746.20779064658,1734661
2024-06-11,3704.94677734375,3731.7327440674576,3694.2707123409878,3698.117909125514,1419898
2024-06-12,3685.277587890625,3744.764958738886,3681.238078457762,3726.3945012041186,2177001
2024-06-13,3730.001220703125,3741.398634376215,3704.8502672537734,3709.4669500636674,1932323
2024-06-14,3685.662353515625,3740.4367662696864,3681.76702012866,3740.4367662696864,1860730
2024-06-18,3669.3603515625,3695.2326570314176,3650.076229957929,3679.8920062119564,1774045
2024-06-19,3656.471923828125,3687.393908592031,3648.0561809382543,3681.4305657786617,1509050
2024-06-20,3642.573974609375,3664.4067692132635,3635.649067418899,3650.9897175040433,2846526
2024-06-21,3665.17626953125,3729.6649522933717,3652.961466760309,3680.8055063953534,4642195
2024-06-24,3670.9951171875,3709.6593968393613,3646.4692383647352,3663.2525869100127,1702154
2024-06-25,3691.81787109375,3700.6663762407684,3648.0078731956337,3671.1873264526143,1338808
2024-06-26,3708.553466796875,3719.2292968197617,3694.2706550301955,3697.636952164433,1639845
2024-06-27,3783.862060546875,3791.4122778569417,3672.245456200075,3684.652571402827,4526556
2024-06-28,3755.008056640625,3808.72463308086,3748.9489098484837,3768.136755923504,2731571
2024-07-01,3826.2294921875,3848.8317731613156,3735.628055417014,3735.628055417014,2658723
2024-07-02,3863.93212890625,3869.7029242806193,3830.413566662013,3841.0414951059965,2307449
2024-07-03,3813.774169921875,3872.2997435120974,3803.915728400735,3866.4326746323527,1821198
2024-07-04,3867.3466796875,3892.738320988545,3829.9809194008767,3847.0528562312384,2518001
2024-07-05,3858.5458984375,3872.924748847288,3835.6550315770746,3856.8146129950023,1668616
2024-07-08,3840.656005859375,3877.2525074976397,3826.0848438499115,3868.355866085087,1758882
2024-07-09,3833.25048828125,3853.8810329564976,3823.2478711096887,3832.7695887092664,1305801
2024-07-10,3759.8173828125,3850.3709216097873,3752.940612213008,3831.5195626919294,2669716
2024-07-11,3773.8115234375,3827.960866068609,3746.785106452557,3780.8327046521863,4872189
2024-07-12,4024.119873046875,4039.5086599499514,3819.5931362246197,3827.960742140317,13509164
2024-07-15,4009.933349609375,4078.0285440501298,3998.2471138098213,4073.892995406388,4848030
2024-07-16,4018.830322265625,4034.314914712237,3986.5616751832767,4012.626529161787,2029521
2024-07-18,4150.6923828125,4159.781573176397,4001.084703910708,4001.084703910708,5613364
2024-07-19,4147.6552734375,4201.978624359701,4131.122202474886,4162.115767699707,3903354
2024-07-22,4133.14697265625,4164.574542569397,4111.60074098345,4145.293882588232,1896386
2024-07-23,4147.607421875,4204.822873881606,4112.853750210899,4128.953289405216,2365208
2024-07-24,4151.36669921875,4183.035274307572,4114.588938018566,4133.2910822410195,1809793
2024-07-25,4167.0322265625,4186.794901089865,4120.4696255979,4140.521321708719,2810342
2024-07-26,4230.0322265625,4263.387861980931,4181.059068502381,4193.543483943422,3552210
2024-07-29,4223.52490234375,4271.630052985274,4213.788075287437,4256.205525599184,1746803
2024-07-30,4208.34130859375,4239.816890089155,4171.659572622457,4233.165156915668,1797906
2024-07-31,4227.6220703125,4255.241520701527,4188.723245910317,4193.54341075026,2330091
2024-08-01,4238.94970703125,4260.3509577479335,4208.052166158217,4241.166794700349,2202244
2024-08-02,4129.0009765625,4239.816748114331,4116.420535345201,4208.003662009789,2811282
2024-08-05,4005.605224609375,4086.5359851916824,3962.657741715124,4086.5359851916824,2787771
2024-08-06,4021.174560546875,4105.093443295134,4011.1482409643245,4020.93355230151,2203067
2024-08-07,4049.37255859375,4092.272026621847,4029.9469172820454,4075.9314791639013,1237666
2024-08-08,4022.475830078125,4079.7877819856385,4010.3774038422157,4030.6220974673806,2441283
2024-08-09,4076.655029296875,4100.659359682603,4054.289272772755,4065.327640211628,1302536
2024-08-12,4044.744873046875,4086.535796818482,4035.7795546324164,4077.8595000099504,936912
2024-08-13,4045.998779296875,4081.7160162338864,4032.550329689737,4061.4713217745307,1495593
2024-08-14,4140.7626953125,4151.319044827985,4037.5146680639523,4057.6148500251006,3226545
2024-08-16,4257.2177734375,4267.774123154731,4169.5392538584465,4193.543581595454,3457058
2024-08-19,4328.50830078125,4332.605441155041,4232.442503572573,4261.990021771471,2055210
2024-08-20,4360.60986328125,4400.810223821581,4338.148084818645,4342.968249357332,2212298
2024-08-21,4387.7958984375,4395.99017837526,4330.965968699111,4355.5007951533835,1896990
2024-08-22,4340.07666015625,4396.906595026849,4335.44948994356,4395.99057536928,1829872
2024-08-23,4303.34716796875,4343.933054745716,4294.767367707981,4338.148856270688,1809253
2024-08-26,4340.5107421875,4388.422901766145,4323.688177379114,4327.544309532852,1844164
2024-08-27,4335.40087890625,4347.78879700609,4325.42304328812,4342.968632042668,930697
2024-08-28,4343.98046875,4398.400316848334,4296.983862624771,4336.943216530728,1848058
2024-08-29,4349.52392578125,4392.134372910617,4299.5872043857225,4299.5872043857225,2133641
2024-08-30,4389.96533203125,4427.080603023993,4326.38716654949,4338.148557593329,3637222
2024-09-02,4358.44140625,4422.9836068477425,4349.717095487579,4411.41521031719,1216500
2024-09-03,4350.0546875,4392.038139120691,4334.196155320372,4358.441492719485,1717263
2024-09-04,4318.14453125,4325.615786508623,4277.125118085501,4315.927443783511,1265505
2024-09-05,4314.9638671875,4337.184640438384,4293.947664515546,4319.832045744477,1688793
2024-09-06,4296.4541015625,4356.417142852314,4280.306548704212,4313.035657561393,1649179
2024-09-09,4289.51318359375,4328.749518061541,4271.148541789801,4294.767352143904,1184938
2024-09-10,4345.71630859375,4376.661862432096,4280.740577709276,4282.668643733856,1385591
2024-09-11,4318.24169921875,4385.724015259078,4310.4329370759415,4358.827586295432,1325919
2024-09-12,4355.212890625,4369.5768908797945,4271.920047200934,4348.03065513794,2742216
2024-09-13,4359.93603515625,4383.4583478051045,4342.968959063557,4367.06978569543,1458786
2024-09-16,4350.92236328125,4382.542460489714,4332.798729394325,4364.177818329191,1155120
2024-09-17,4343.5947265625,4372.660224252093,4305.370916354911,4350.921470720735,1699364
2024-09-18,4189.83154296875,4335.304015128488,4165.5862093953265,4335.304015128488,2961779
2024-09-19,4141.63037109375,4263.147015883038,4127.796403091641,4232.1529776670095,2927551
2024-09-20,4130.78515625,4174.938152739774,4075.4497528623806,4161.634214107266,5447908
2024-09-23,4114.9755859375,4154.404448444648,4100.033071803254,4145.3426307909685,1702319
2024-09-24,4117.67431640625,4136.665956416498,4087.5002692160224,4098.731160481688,3012026
2024-09-25,4121.0,4135.315983961965,4087.4998537926194,4099.405755293621,2713073
2024-09-26,4138.1123046875,4161.538121991833,4106.781227249563,4106.781227249563,3964251
2024-09-27,4153.72900390625,4220.5362997605,4145.389742225136,4179.082882471852,3012477
2024-09-30,4114.9755859375,4144.137589328529,4106.829317363682,4132.713702120742,2503416
2024-10-01,4133.6767578125,4141.244510550959,4090.343759501602,4102.490197995301,1823365
2024-10-03,4080.5107421875,4125.097269108809,4058.5789911072884,4109.287221814616,3350119
2024-10-04,4099.31005859375,4143.414576244561,4072.124134836012,4073.040154637802,2965463
2024-10-07,4119.16845703125,4142.690767852346,4077.281035312133,4120.180503383442,1472619
2024-10-08,4100.2734375,4125.482806799547,4052.74679795751,4118.927570558943,1541867
2024-10-09,4099.984375,4140.521774751488,4093.9591686921544,4106.780619427553,1082504
2024-10-10,4075.35302734375,4139.413208753188,4047.5890651136706,4100.27337464331,2378875
2024-10-11,3999.9658203125,4089.379879015455,3964.5376083735932,3993.9886275616464,5759183
2024-10-14,3987.866943359375,4015.58289160934,3973.936949192235,3991.096547994956,2137590
2024-10-15,3968.731201171875,4019.9699360230884,3947.71546828532,3982.468672581659,2759474
2024-10-16,3947.667236328125,3966.996146763994,3920.915318205962,3938.0751541994937,2359151
2024-10-17,3961.21142578125,3981.4081045459675,3945.738649728119,3964.87456273522,2522659
2024-10-18,3984.453125,4006.776710853755,3942.850443261172,3952.5142923868125,2361000
2024-10-21,3942.705322265625,4000.78514608908,3933.1863371253517,3993.682123072348,1595450
2024-10-22,3880.518310546875,3952.3207510778343,3871.6759836673737,3929.320744784857,1928049
2024-10-23,3929.562744140625,3975.272562844622,3860.852680850183,3865.153282560395,1966476
2024-10-24,3911.8291015625,3941.8837644761543,3869.4049014372445,3869.4049014372445,2676744
2024-10-25,3921.155029296875,3954.446941330257,3897.140270580229,3920.6718368553634,1759676
2024-10-28,3953.33544921875,3995.034859975357,3914.8249196323586,3932.1714800258023,1532534
2024-10-29,3938.259765625,3965.5601369835435,3923.6191298717235,3958.167387431651,1445885
2024-10-30,3947.343505859375,3968.942300112978,3923.5705817798166,3938.0179870855577,1935002
2024-10-31,3835.050048828125,3941.207522795,3826.8841437384754,3933.186481064544,3740372
2024-11-01,3850.2705078125,3864.524684481904,3842.3945655856387,3855.730723825808,154895
2024-11-04,3830.89453125,3857.711711695001,3781.7056351856645,3832.972400304222,2269192
2024-11-05,3837.852783203125,3852.0102276744137,3808.6196398546176,3808.6196398546176,967590
2024-11-06,4000.4951171875,4010.3038294515763,3841.6215355786026,3869.018641595081,3792017
2024-11-07,4011.366943359375,4064.4213794181755,3947.7306399475565,4029.5352624021284,3724349
2024-11-08,4007.598388671875,4029.5836462899806,3979.2348960086124,4015.329468273846,1648039
2024-11-11,4057.560791015625,4091.963718697086,3979.2350055219426,3989.4306501482292,1406487
2024-11-12,4056.303955078125,4076.2115787361386,4024.3651223274956,4074.2788089026935,1587640
2024-11-13,4010.8359375,4055.6761055431484,3992.184424537984,4037.653120303079,1098813
2024-11-14,4006.53466796875,4020.160788090361,3978.0749185870723,3996.0011679696254,1825432
2024-11-18,3884.384033203125,4071.3795078703233,3856.068908973733,4071.3795078703233,3313944
2024-11-19,3903.760009765625,3993.247106272653,3879.1655622567805,3884.7704056996986,1776233
2024-11-21,3935.940673828125,3954.8816755354096,3888.7326790147745,3908.930028227587,2384347
2024-11-22,4101.91748046875,4111.919658653727,3917.7244223790317,3934.152965837454,3096553
2024-11-25,4170.04736328125,4182.610366339302,4109.261850550811,4136.127160650989,4052167
2024-11-26,4206.3837890625,4219.816444946144,4165.118964633349,4175.797329148291,2060669
2024-11-27,4186.91064453125,4230.253100994659,4178.696373009198,4212.4235829879535,1558993
2024-11-28,4102.20703125,4194.062196061659,4090.7071456958633,4173.816244332727,2558544
2024-11-29,4127.28515625,4154.199070816993,4054.612821055958,4078.1443883814027,2017425
2024-12-02,4132.89013671875,4144.05216610549,4087.8565032973897,4126.463771120863,1670944
2024-12-03,4158.1123046875,4179.614367038159,4122.066339471409,4169.322463028103,2010905
2024-12-04,4208.0263671875,4239.482479199273,4144.873018803544,4168.549449151754,3302642
2024-12-05,4313.990234375,4338.101725875577,4213.438076368348,4252.866390721262,3746747
2024-12-06,4296.0634765625,4314.907979496471,4264.414375481087,4303.311362306335,1842087
2024-12-09,4302.490234375,4319.160373110423,4267.120454336757,4281.5199661588285,2066639
2024-12-10,4283.54931640625,4342.740393143262,4263.787027783619,4277.364547251339,2087828
2024-12-11,4278.62109375,4299.108170890079,4258.858333430752,4282.873093015478,1635256
2024-12-12,4305.19677734375,4334.23645604466,4277.219744582758,4281.13341484283,1914642
2024-12-13,4323.50927734375,4343.8033600917015,4246.68167836936,4285.868868891336,1967048
2024-12-16,4266.78271484375,4324.572341973805,4249.194321264541,4309.110183879598,1646224
2024-12-17,4182.9970703125,4283.936162604462,4172.85002878812,4261.757440239835,3225027
2024-12-18,4201.6962890625,4215.370539745701,4145.404373899688,4166.761572566735,1575404
2024-12-19,4128.29931640625,4217.303454819382,4118.732200834144,4138.059897693995,3015763
2024-12-20,4030.114501953125,4234.698360944804,4012.913040580397,4183.4799645207795,4116989
2024-12-23,4018.517822265625,4075.2448001443836,3976.576815304956,4058.864388641254,2195338
2024-12-24,4039.005859375,4076.211679589365,4018.518309886525,4018.518309886525,1181886
2024-12-26,4028.95556640625,4058.768636316996,4003.877688349927,4039.005875455315,1208464
2024-12-27,4024.84814453125,4040.407035405857,4007.8396763428773,4023.060238137416,858100
2024-12-30,4019.001220703125,4058.1398080559024,3973.774597398072,4011.4636074414875,1527169
2024-12-31,3957.15283203125,4000.785250683389,3896.512181145006,3996.0014568066717,1555429
2025-01-01,3974.20947265625,3995.034876942136,3948.116846379581,3956.7659433990707,763161
2025-01-02,4035.3818359375,4042.388126618347,3959.2308928706593,3981.50587656409,1720835
2025-01-03,3962.081298828125,4039.440692055234,3954.7369152564975,4039.440692055234,1791953
2025-01-06,3957.345947265625,4010.1587847646483,3929.7072462762812,3967.4929881560497,2085593
2025-01-07,3892.888427734375,4001.1719054105165,3876.701480293973,3976.6258227699414,2669054
2025-01-08,3970.295654296875,3987.304123019685,3882.6929569225254,3899.2663636904895,2181277
2025-01-09,3903.083740234375,3998.6591122870946,3889.989177677788,3963.144467280376,2392472
2025-01-10,4122.259765625,4152.556027431617,4029.82514181751,4058.8166896003695,7894300
2025-01-13,4146.85400390625,4177.633454859343,4085.295102000063,4102.303569240159,4003771
2025-01-14,4090.755615234375,4168.88793265084,4077.226225962871,4157.388046143593,3441709
2025-01-15,4106.7490234375,4113.368853824781,4066.0159976679342,4076.211168766914,1653474
2025-01-16,4064.904296875,4149.6564346958185,4050.9403192872737,4116.799350676336,2637705
2025-01-17,4058.99951171875,4094.7250599119097,4035.133463463163,4094.0359508349425,1761466
2025-01-20,4013.23583984375,4080.158948884836,4003.689468952198,4080.158948884836,1287799
2025-01-21,3971.949951171875,4045.909995207746,3966.192478882806,4030.4586234318854,1971591
2025-01-22,4090.7880859375,4097.2341866812185,3980.1675861797344,3985.8758020500386,2409223
2025-01-23,4079.814697265625,4124.987859977081,4074.499811787622,4102.007467712743,1822998
2025-01-24,4086.60595703125,4111.849744585292,4039.0213862561122,4039.0213862561122,1910099
2025-01-27,4000.7861328125,4090.542349798662,3977.067853766373,4037.0527805961183,1551782
2025-01-28,3976.329833984375,4037.052887627697,3964.519830412573,4006.3469263960387,2468272
2025-01-29,4034.88720703125,4042.8100387937484,3989.8125558722263,3989.8125558722263,1217089
2025-01-30,4035.13330078125,4064.5107788173946,3994.2413583605,4034.985771856494,1531251
2025-01-31,4047.287841796875,4063.0840087875113,4020.5678067148765,4044.92593735956,1492943
2025-02-01,4008.659423828125,4070.4158985162953,3991.7810571349555,4047.878571991142,437172
2025-02-03,4004.230712890625,4012.4486029262193,3935.388283689166,3967.0784110116783,1265713
2025-02-04,4042.0224609375,4053.6359186488944,4001.6718584472637,4019.042308064253,2547132
2025-02-05,4026.325439453125,4084.2927757507155,4011.4644226409437,4084.2927757507155,1693912
2025-02-06,4018.107666015625,4073.9591411356755,3987.4017048416554,4040.3989516054667,2284536
2025-02-07,3965.602294921875,4025.242909445723,3944.5412178627034,4025.242909445723,1548940
2025-02-10,3973.03271484375,3987.8444754742677,3950.7906859718814,3976.0344720918165,1339511
2025-02-11,3900.794921875,3976.034436359499,3892.380246485599,3954.7763343520787,1810908
2025-02-12,3887.60693359375,3958.0733824566832,3877.765264214856,3908.225423162638,1678002
2025-02-13,3848.240234375,3921.3638855028084,3840.4654117195746,3905.174387520859,2277310
2025-02-14,3872.549072265625,3885.490770388256,3838.250761021833,3862.854932566845,1681975
2025-02-17,3842.679931640625,3871.7128572350416,3795.144618968299,3795.439917114117,1799806
2025-02-18,3811.875244140625,3862.2645420941762,3803.313040041849,3836.6762023241963,2149879
2025-02-19,3724.186279296875,3813.5977032041283,3708.488624107545,3810.891244071504,4366672
2025-02-20,3719.560302734375,3728.024234223072,3691.905356883169,3701.943811253983,2888572
2025-02-21,3726.05615234375,3756.565328445878,3715.2303156623498,3716.312995440546,1833931
2025-02-24,3617.404052734375,3703.616931368376,3611.892621833515,3683.884336428401,2508516
2025-02-25,3572.0830078125,3600.0825079673364,3563.9143745152314,3567.6050003776913,4101954
2025-02-27,3555.35205078125,3580.399049402227,3543.6895773387646,3554.5154128372324,3823856
2025-02-28,3428.099365234375,3543.0008511716787,3402.2649840279146,3528.18909122495,7085018
2025-03-03,3437.744384765625,3467.466178358631,3421.1118192809513,3429.8217928275967,4990439
2025-03-04,3476.126953125,3494.7768689297923,3409.449641700051,3418.9960131405514,2797737
2025-03-05,3490.889404296875,3543.3455504299354,3465.104278437371,3465.104278437371,2501894
2025-03-06,3544.57568359375,3552.3012497690074,3480.112750180772,3500.681742747534,2786513
2025-03-07,3554.023681640625,3567.6052337579586,3517.8062894194477,3543.0010597320415,2051315
2025-03-10,3532.814697265625,3564.751106121065,3525.876512682056,3549.3980060199115,1004626
2025-03-11,3518.692138671875,3531.929136072837,3481.6381088995104,3501.666002409517,1995450
2025-03-12,3450.68603515625,3512.7378080263093,3431.642549263105,3508.5550985819973,3174167
2025-03-13,3455.45947265625,3468.4996849505683,3428.936220988117,3446.8480117071717,1693004
2025-03-17,3442.32080078125,3474.5522694033125,3422.293146886519,3433.758596103089,2690906
2025-03-18,3442.32080078125,3442.32080078125,3442.32080078125,3442.32080078125,0
2025-03-19,3441.730224609375,3490.840057701268,3407.9239948703316,3490.840057701268,3051244
2025-03-20,3506.734130859375,3522.2840156560787,3456.394090935439,3456.394090935439,2845192
2025-03-21,3521.447998046875,3558.993872552197,3410.138615525299,3419.980285411375,4161925
2025-03-24,3571.492431640625,3591.963151261163,3510.129769454268,3543.000847877303,1834751
2025-03-25,3599.83642578125,3651.2591455535335,3580.3991297907696,3587.2882979899273,3135390
